,Surgeons,Hospitals,Avg Review,% Negative Outcome,Class,Predicted Class,Rating
932,Dr. Robert Ezra Merritt,Stanford University Hospital;,4.0,22.4,2,2,2 stars
933,Dr. John M. Miller,Atrium Medical Center;Good Samaritan Hospital (Dayton);Miami Valley Hospital;,4.9,35.8,3,2,2 stars
935,Dr. Michael G. Moront,The Toledo Hospital;St. Luke's Hospital (Maumee);,4.547999999999999,21.9,2,2,2 stars
936,Dr. Sudish Murthy,Cleveland Clinic;,4.801226993865031,29.3,2,2,2 stars
938,Dr. Steven Earl Park,The Christ Hospital;Good Samaritan Hospital (Cincinnati);St. Elizabeth;Bethesda North Hospital;Mercy Hospital Fairfield;Jewish Hospital;Mercy Health - Anderson Hospital;,4.9,33.3,2,1,3 stars
939,Dr. Manisha Ami Patel,Mercy Hospital Fairfield;The Christ Hospital;Jewish Hospital;Mercy Health - West Hospital;Mercy Health - Anderson Hospital;University of Cincinnati Medical Center;,4.2,28.1,2,2,2 stars
941,Dr. John W. Perry,Mercy Medical Center (Canton);Holzer Medical Center Gallipolis;,5.0,24.3,2,2,2 stars
942,Dr. Yaron Perry,Memorial Health University Medical Center;Candler Hospital;University Hospitals Case Medical Center;St. Joseph's Hospital (Savannah);,4.333333333333333,29.2,2,2,2 stars
944,Dr. William J. Rachwal,The Toledo Hospital;St. Luke's Hospital (Maumee);,4.453333333333333,32.7,2,2,2 stars
945,Dr. Kevin M. Radecki,Mount Carmel Hospital;Mount Carmel St. Ann's Hospital;,4.290625,27.7,2,2,2 stars
946,Dr. Siva Raja,Cleveland Clinic;,4.697358490566038,22.4,2,2,2 stars
947,Dr. Daniel Philip Raymond,Cleveland Clinic;Strong Memorial Hospital of the University of Rochester;,4.8930232558139535,27.5,2,2,2 stars
948,Dr. Christopher Riordan,The Toledo Hospital;St. Luke's Hospital (Maumee);,4.592,35.4,3,2,2 stars
949,Dr. Jason Michael Robke,University Hospitals Case Medical Center;St. John Medical Center (Westlake);,4.248484848484848,22.1,2,3,1 star
952,Dr. Thomas G. Santoscoy,Hillcrest Hospital;Lake Health Medical Center;,4.608163265306123,16.7,1,1,3 stars
953,Dr. Thomas A. Schwann,University of Toledo Medical Center;,4.6415094339622645,30.6,2,2,2 stars
954,Dr. Sandra Starnes,University of Cincinnati Medical Center;,4.75,26.1,2,2,2 stars
955,Dr. Patrick Joseph Stocker,Akron General Medical Center;,5.0,44.4,3,1,3 stars
958,Dr. Samuel Russell Vester,Jewish Hospital;University of Cincinnati Medical Center;Mercy Hospital Fairfield;Mercy Health - Anderson Hospital;Bethesda North Hospital;The Christ Hospital;,4.122222222222222,23.4,2,3,1 star
959,Dr. Alexander Francis Zolli,Mercy Regional Medical Center (Lorain);University Hospitals Elyria Medical Center;,2.6,31.6,2,3,1 star
960,Dr. Robert L. Archer,Saint Francis Hospital (Tulsa);Oklahoma State University Medical Center;,4.776722090261282,31.1,2,1,3 stars
968,Dr. Michael R. Phillips,Freeman Hospital West;Hillcrest Medical Center;Via Christi Hospital - Pittsburg;Hillcrest Hospital South;,4.528571428571429,24.0,2,2,2 stars
973,Dr. James Creed Spann,Hillcrest Medical Center;Mercy Hospital Fort Smith;,4.0,33.1,2,3,1 star
976,Dr. Aaron L. Trachte,Comanche County Memorial Hospital;,4.396428571428571,19.6,2,3,1 star
978,Dr. Jeffrey F. Boskind,Adventist Medical Center;Providence Portland Medical Center;,4.376470588235295,24.0,2,2,2 stars
983,Dr. Anthony Paul Furnary,Providence St. Vincent Medical Center;McKenzie-Willamette Medical Center;St. Charles Medical Center (Bend);,4.4,30.5,2,2,2 stars
984,Dr. John Rutherfoord Handy,Providence Portland Medical Center;Providence St. Vincent Medical Center;,4.530434782608695,28.8,2,2,2 stars
985,Dr. Paul S. Koh,Sacred Heart Medical Center at RiverBend;,4.8061224489795915,26.1,2,2,2 stars
992,Dr. Peter J. Andrews,Wilkes-Barre General Hospital;,4.032258064516129,29.6,2,3,1 star
993,Dr. Omar Awais,UPMC Mercy;,4.7763837638376385,46.8,3,2,2 stars
994,Dr. David J. Bertsch,Robert Packer Hospital;,5.0,57.1,3,1,3 stars
997,Dr. Mark W. Burlingame,Lancaster General Hospital;,4.7745454545454535,28.6,2,1,3 stars
998,Dr. David B. Campbell,Penn State Milton S. Hershey Medical Center;,4.252380952380952,30.5,2,1,3 stars
1000,Dr. Neil Alexander Christie,"UPMC Braddock/Montegiore,Presbyterian/Shadyside;",5.0,30.6,2,1,3 stars
1003,Dr. Scott W. Cowan,Thomas Jefferson University Hospital/Methodist Hospital;Penn Presbyterian Medical Center;,4.89758064516129,19.4,2,2,2 stars
1004,Dr. Uday K. Dasika,Reading Hospital;,4.585365853658536,29.9,2,2,2 stars
1005,Dr. Jonathan Dcunha,"UPMC Braddock/Montegiore,Presbyterian/Shadyside;University of Minnesota Medical Center, Fairview;",4.633333333333334,14.4,1,2,2 stars
1007,Dr. Mark Epler,Lancaster General Hospital;Summerville Medical Center/Trident Medical Center;,4.795454545454546,24.2,2,2,2 stars
1008,Dr. Cherie Pwu Parungo Erkmen,Dartmouth-Hitchcock Medical Center;,4.3,24.9,2,2,2 stars
1012,Dr. Michael Edward Friscia,Geisinger Medical Center;,4.816666666666666,20.1,2,2,2 stars
1013,Dr. Aron T. Goldberg,Saint Vincent Health Center;,4.007272727272728,3.7,1,3,1 star
1014,Dr. Hans M. Haupt,Phoenixville Hospital;Brandywine Hospital;,4.276595744680851,28.2,2,3,1 star
1015,Dr. David B. Herlan,Robert Packer Hospital;,5.0,33.6,2,1,3 stars
1016,Dr. Joseph H. Houda,Miami Valley Hospital;,5.0,15.1,1,2,2 stars
1017,Dr. Mark R. Katlic,Sinai Hospital of Baltimore;Geisinger Wyoming Valley Medical Center;,3.0,26.3,2,3,1 star
1019,Dr. John C. Kucharczuk,Hospital of the University of Pennsylvania;,4.772072072072072,27.4,2,2,2 stars
1020,Dr. Jason J. Lamb,UPMC St. Margaret;,4.844444444444444,45.2,3,2,2 stars
1021,Dr. Rodney J. Landreneau,UPMC Passavant;Ochsner Medical Center;UPMC St. Margaret;,3.9,28.2,2,3,1 star
1023,Dr. Ryan Matthew Levy,"UPMC Braddock/Montegiore,Presbyterian/Shadyside;UPMC Passavant;",4.780628272251309,17.3,1,2,2 stars
1024,Dr. Vincent E. Lotano,Pennsylvania Hospital;Lehigh Valley Hospital;,5.0,23.6,2,2,2 stars
1025,Dr. James D. Luketich,"UPMC Braddock/Montegiore,Presbyterian/Shadyside;",4.3,29.4,2,2,2 stars
1026,Dr. Richard Hardy Maley,St. Clair Hospital;Allegheny General Hospital;,4.4,17.6,2,2,2 stars
1027,Dr. Steven W. Marra,Sentara RMH Medical Center;Lexington Medical Center;Mary Washington Hospital;,4.51,35.1,2,2,2 stars
1028,Dr. James B. McClurken,Doylestown Hospital;Temple University Hospital;,4.777777777777778,22.9,2,1,3 stars
1029,Dr. Alicia Ann Mckelvey,Paoli Hospital;Lankenau Medical Center;,3.0,35.4,3,3,1 star
1032,Dr. Brian Douglas Mott,Geisinger-Community Medical Center;Regional Hospital of Scranton;,5.0,26.8,2,2,2 stars
1033,Dr. Mark Allan Osevala,Williamsport Regional Medical Center;,3.769230769230769,20.8,2,3,1 star
1034,Dr. Ho Pak,Abington Memorial Hospital;,4.879569892473118,23.4,2,2,2 stars
1037,Dr. Michael Floren Reed,Penn State Milton S. Hershey Medical Center;,4.7105263157894735,33.1,2,2,2 stars
1040,Dr. Lana Yvonne Schumacher,Allegheny General Hospital;Excela Westmoreland Hospital;Forbes Hospital;,4.2,19.4,2,2,2 stars
1042,Dr. Sunil Singhal,Hospital of the University of Pennsylvania;,4.699393939393939,31.4,2,2,2 stars
1043,Dr. Stacey Su,Hospital of the University of Pennsylvania;Fox Chase Cancer Center;,4.898561151079138,33.1,2,2,2 stars
1044,Dr. Michael Francis Szwerc,Lehigh Valley Hospital;Lehigh Valley Hospital - Muhlenberg;,4.7,32.5,2,2,2 stars
1045,Dr. Mathew A. Van Deusen,Allegheny General Hospital;Forbes Hospital;St. Clair Hospital;,4.539130434782609,40.1,3,2,2 stars
1046,Dr. Michael James Walker,Bryn Mawr Hospital;Lankenau Medical Center;,4.608695652173913,25.4,2,2,2 stars
1048,Dr. Joseph J. Wizorek,UPMC Horizon;,4.058620689655172,25.2,2,3,1 star
1050,Dr. Jacques-Pierre Fontaine,H. Lee Moffitt Cancer Center and Research Institute;,4.676363636363638,26.7,2,2,2 stars
1052,Dr. Ikenna Chidume Okereke,The Miriam Hospital;IU Health University Hospital;Rhode Island Hospital;,4.8,28.4,2,2,2 stars
1053,Dr. Laurie Beth Reeder,Kent Hospital;,4.4,38.3,3,2,2 stars
1054,Dr. E. Myron Barwick,Lexington Medical Center;,4.211538461538462,36.5,3,2,2 stars
1057,Dr. William D. Bolton,Greenville Memorial Hospital;,4.78921568627451,25.9,2,2,2 stars
1060,Dr. Chadrick E. Denlinger,MUSC University Medical Center;,4.273684210526317,34.3,2,2,2 stars
1064,Dr. Gregory Jones,McLeod Regional Medical Center;,4.540625,26.3,2,1,3 stars
1069,Dr. Alex Brian McIntyre,Grand Strand Medical Center;,4.60952380952381,20.1,2,1,3 stars
1070,Dr. Robert H. Messier,Centra Lynchburg General/Centra Virginia Baptist;Grand Strand Medical Center;,4.7,36.5,3,2,2 stars
1071,Dr. Christope Liem Nguyen,Spartanburg Regional Medical Center;,5.0,26.1,2,2,2 stars
1072,Dr. Tuan Nmn Nguyenduy,Spartanburg Regional Medical Center;,5.0,19.0,2,1,3 stars
1074,Dr. Curtis C. Quinn,Community Memorial Hospital (Menomonee);Phoebe Putney Memorial Hospital;Waukesha Memorial Hospital;Aurora Medical Center (Grafton);,4.7266666666666675,26.4,2,2,2 stars
1076,Dr. David H. Savage,Piedmont Medical Center;St. Vincent Healthcare;,4.716666666666667,21.6,2,2,2 stars
1077,Dr. Scot Christian Schultz,NCH Hospitals;McLeod Regional Medical Center;Gulf Coast Medical Center (Fort Myers);,4.606779661016948,23.9,2,2,2 stars
1078,Dr. James Edmond Stephenson,Greenville Memorial Hospital;,4.817924528301887,25.9,2,1,3 stars
1079,Dr. John P. Sutton,Providence Hospital (Columbia);,3.0,33.1,2,3,1 star
1080,Dr. Jeffrey Allen Travis,Lexington Medical Center;St. Francis Hospital (Columbus);,4.401754385964912,31.6,2,3,1 star
1086,Dr. Verlyn J. Nykamp,Sanford USD Medical Center;,4.836781609195403,23.5,2,2,2 stars
1087,Dr. Tammy Michelle Baxter,University of Miami Hospital;TriStar Centennial Medical Center;,4.75,18.8,2,2,2 stars
1088,Dr. Richard Miller Briggs,Turkey Creek Medical Center/Physicians Regional Medical Center;Fort Sanders Regional Medical Center;,3.0,10.8,1,3,1 star
1092,Dr. Stanley A. Gall,Holston Valley Medical Center;,3.0416666666666665,29.8,2,3,1 star
1093,Dr. Harvey E. Garrett,Baptist Memorial Hospital;Methodist Healthcare;,4.027777777777778,36.1,3,2,2 stars
1095,Dr. Arthur Grimball,Jackson-Madison County General Hospital;,4.8,30.8,2,1,3 stars
1096,Dr. Brent A. Grishkin,Parkwest Medical Center;,3.6399999999999997,29.5,2,3,1 star
1097,Dr. Eric L. Grogan,Vanderbilt University Medical Center;,4.2,22.4,2,2,2 stars
1098,Dr. William C. Hall,Methodist Medical Center of Oak Ridge;Parkwest Medical Center;Fort Sanders Regional Medical Center;,4.548780487804878,30.9,2,1,3 stars
1099,Dr. Lacy Edward Harville,Fort Sanders Regional Medical Center;Parkwest Medical Center;Methodist Medical Center of Oak Ridge;Turkey Creek Medical Center/Physicians Regional Medical Center;,4.4,20.6,2,2,2 stars
1100,Dr. James Robert Headrick,Memorial Hospital (Chattanooga);Parkridge Medical Centers;Erlanger Health System;Turkey Creek Medical Center/Physicians Regional Medical Center;,4.736434108527131,23.3,2,2,2 stars
1101,Dr. Eric Shawn Lambright,Vanderbilt University Medical Center;,4.2,22.8,2,2,2 stars
1102,Dr. Lifford L. Lancaster,TriStar Skyline Medical Center;TriStar Centennial Medical Center;Saint Thomas Midtown Hospital;TriStar Summit Medical Center;,3.7718750000000005,24.4,2,3,1 star
1104,Dr. William H. Messerschmidt,Bristol Regional Medical Center;,3.8714285714285714,22.7,2,3,1 star
1105,Dr. Christopher J. Mutrie,Baptist Memorial Hospital;Baptist Memorial Hospital - DeSoto;,4.707692307692307,33.1,2,2,2 stars
1106,Dr. Jonathan Carl Nesbitt,Vanderbilt University Medical Center;,4.8,14.2,1,1,3 stars
1108,Dr. Edmond W. Owen,Methodist Healthcare;Baptist Memorial Hospital - DeSoto;Baptist Memorial Hospital;,5.0,27.8,2,1,3 stars
1109,Dr. Anthony J. Palazzo,Johnson City Medical Center;,4.304255319148936,35.7,3,3,1 star
1110,Dr. Lawrence J. Pass,TriStar Centennial Medical Center;,5.0,37.9,3,1,3 stars
1111,Dr. William Howard Polk,TriStar Centennial Medical Center;Saint Thomas Midtown Hospital;,4.148965517241379,16.6,1,3,1 star
1112,Dr. Thomas Ross Pollard,Parkwest Medical Center;Turkey Creek Medical Center/Physicians Regional Medical Center;Methodist Medical Center of Oak Ridge;,3.479310344827586,34.1,2,3,1 star
1113,Dr. Timothy John Powell,Cookeville Regional Medical Center;,4.8,23.6,2,2,2 stars
1115,Dr. Edward T. Robbins,Baptist Memorial Hospital;Methodist Healthcare;,3.386111111111111,23.0,2,3,1 star
1116,Dr. Samuel Gwin Robbins,Methodist Healthcare;Saint Francis Hospital (Memphis);Baptist Memorial Hospital;,4.3,18.8,2,1,3 stars
1117,Dr. John Robert Roberts,TriStar Centennial Medical Center;TriStar Summit Medical Center;,4.632710280373832,32.8,2,2,2 stars
1118,Dr. Glenn P. Schoettle,Methodist Healthcare;Saint Francis Hospital (Memphis);,4.911003236245954,31.1,2,1,3 stars
1119,Dr. Eric M. Sievers,Jackson-Madison County General Hospital;,4.1866666666666665,22.5,2,3,1 star
1122,Dr. Robert Lewis Wilson,Cookeville Regional Medical Center;,4.68235294117647,28.0,2,2,2 stars
1123,Dr. Bradley A. Wolf,Baptist Memorial Hospital - DeSoto;Baptist Memorial Hospital;Baptist Memorial Hospital - North Mississippi;,4.06144578313253,44.4,3,3,1 star
1124,Dr. James Lawrence Zellner,Memorial Hospital (Chattanooga);Parkridge Medical Centers;Erlanger Health System;,4.9,23.4,2,1,3 stars
1126,Dr. Duane N. Andrews,Mother Frances Hospital;East Texas Medical Center Tyler;,4.816666666666666,20.0,2,2,2 stars
1127,Dr. Peter Baay,Baptist St. Anthony's Hospital;Northwest Texas Healthcare System;,3.5720000000000005,23.3,2,3,1 star
1132,Dr. Richard Thomson Bowman,Medical Center of Plano;The Heart Hospital at Baylor Plano;,4.517241379310345,26.7,2,1,3 stars
1134,Dr. Lawrence Richard Breitkreutz,Hendrick Medical Center;Abilene Regional Medical Center;East Jefferson General Hospital;,4.222222222222222,10.4,1,2,2 stars
1135,Dr. Bryan Michael Burt,Stanford University Hospital;,4.0,24.3,2,2,2 stars
1136,Dr. James A. Caccitolo,Mother Frances Hospital;University of Texas Health Science Center at Tyler;,4.931788079470199,29.0,2,2,2 stars
1137,Dr. Tung Huu Cai,Denton Regional Medical Center;Texas Health Presbyterian Hospital of Denton;Wise Regional Health System - East Campus;The Heart Hospital at Baylor Plano;Medical Center of Lewisville;Texas Health Harris Methodist Hospital H-E-B;Medical Center of McKinney;,4.76,42.8,3,2,2 stars
1138,Dr. Michael B. Cannon,CHRISTUS St. Michael Health System;Wadley Regional Medical Center;,3.388888888888889,27.5,2,3,1 star
1139,Dr. David James Carter,Texas Health Harris Methodist Hospital H-E-B;,3.9172413793103447,34.6,2,3,1 star
1140,Dr. Oscar Jack Chastain,Good Shepherd Medical Center (Longview);Longview Regional Medical Center;,3.3636363636363638,21.2,2,3,1 star
1143,Dr. Scott Harrison Crocker,Abilene Regional Medical Center;Hendrick Medical Center;,4.9,20.4,2,1,3 stars
1144,Dr. William Michael Davis,Methodist Hospital (San Antonio);CHRISTUS Santa Rosa Hospital;Baptist Health System;,4.2,19.3,2,3,1 star
1145,Dr. Daniel De Armond,CHRISTUS Santa Rosa Hospital;Baptist Health System;,4.8244897959183675,23.3,2,2,2 stars
1147,Dr. Mark Felger,St. David's Medical Center;Seton Medical Center Austin;Seton Medical Center Hays;Shannon Medical Center;St. David's South Austin Medical Center;,4.309090909090909,37.6,3,2,2 stars
1149,Dr. David A. Fosdick,Texas Health Presbyterian Hospital of Dallas;,3.76,35.3,2,3,1 star
1150,Dr. James R. Garrison,Methodist Hospital (San Antonio);Methodist Stone Oak Hospital;Baptist Health System;CHRISTUS Santa Rosa Hospital;,4.166666666666667,26.2,2,3,1 star
1151,Dr. Donald M. Gibson,Memorial Hermann Memorial City Medical Center;,4.5,23.0,2,1,3 stars
1152,Dr. Miguel A. Gomez,Houston Methodist West Hospital;Memorial Hermann Memorial City Medical Center;,4.210294117647059,37.9,3,2,2 stars
1153,Dr. Lawrence R. Hamner,Methodist Hospital (San Antonio);Baptist Health System;CHRISTUS Santa Rosa Hospital;Methodist Stone Oak Hospital;,4.376190476190477,35.6,3,1,3 stars
1154,Dr. James Harrell,Covenant Medical Center (Lubbock);,4.583333333333333,5.2,1,1,3 stars
1156,Dr. Richard Earle Helmer,Providence Health Center;Baylor Scott and White Medical Center - Hillcrest;,3.96,13.4,1,3,1 star
1157,Dr. Mark S. Hickman,CHRISTUS Santa Rosa Hospital;,4.188235294117647,21.9,2,3,1 star
1158,Dr. Thomas T. Hoang,Medical Center of Plano;The Heart Hospital at Baylor Plano;Methodist Richardson Medical Center;Methodist Charlton Medical Center;Texas Health Presbyterian Hospital of Plano;Methodist Dallas Medical Center;Baylor Scott and White Medical Center - Garland;,4.3213114754098365,22.5,2,2,2 stars
1159,Dr. Eric M. Hoenicke,St. David's South Austin Medical Center;St. David's Medical Center;Seton Medical Center Austin;Seton Medical Center Hays;,4.292857142857143,16.3,1,2,2 stars
1160,Dr. H. Stephen Hudgens,Texas Health Harris Methodist Hospital Fort Worth;,5.0,17.8,2,1,3 stars
1161,Dr. Andrew Tucker Hume,St. David's Medical Center;Shannon Medical Center;Seton Medical Center Austin;Seton Medical Center Hays;,4.264516129032257,21.2,2,2,2 stars
1162,Dr. Connie C. Hutton,Conroe Regional Medical Center;,4.485454545454545,18.7,2,1,3 stars
1165,Dr. Gary Kimble Jett,The Heart Hospital at Baylor Plano;Medical Center of McKinney;Texas Health Presbyterian Hospital of Plano;,4.733333333333333,38.4,3,1,3 stars
1166,Dr. William G. Jones,Doctors Hospital at White Rock Lake;Lake Pointe Medical Center;Texas Regional Medical Center at Sunnyvale;Methodist Dallas Medical Center;,4.796335078534031,21.5,2,1,3 stars
1167,Dr. Sylwia Karpinski,Wadley Regional Medical Center;Henry Ford Macomb Hospital;,4.81764705882353,28.6,2,2,2 stars
1168,Dr. Kemp H. Kernstine,UT Southwestern University Hospital St. Paul;,3.792857142857143,18.8,2,3,1 star
1169,Dr. William F. Kessler,St. David's South Austin Medical Center;Seton Medical Center Austin;St. David's Medical Center;Shannon Medical Center;,4.5268292682926825,30.3,2,2,2 stars
1171,Dr. Min Peter Kim,Houston Methodist Hospital;,4.494117647058823,33.4,2,2,2 stars
1172,Dr. Clifford Mark Kitten,North Cypress Medical Center;Tomball Regional Medical Center;Houston Northwest Medical Center;Memorial Hermann;Houston Methodist Willowbrook Hospital;St. Luke's The Woodlands Hospital;,4.311627906976744,15.0,1,1,3 stars
1175,Dr. Himalaya E. Lele,Texas Health Heart and Vascular Hospital Arlington;Baylor Regional Medical Center at Grapevine;TriStar Centennial Medical Center;Saint Thomas Rutherford Hospital;,4.7208955223880595,32.4,2,2,2 stars
1176,Dr. Harry Michael Lewis,Florida Hospital Waterman;Leesburg Regional Medical Center;,3.6125000000000003,29.1,2,3,1 star
1177,Dr. Jeffrey Chaipui Lin,Texas Health Harris Methodist Hospital Fort Worth;Texas Health Huguley Hospital;Plaza Medical Center of Fort Worth;Baylor Medical Center Fort Worth;,4.636363636363637,23.2,2,2,2 stars
1178,Dr. Timothy Stuart Lyda,Baptist Health System;Methodist Hospital (San Antonio);CHRISTUS Santa Rosa Hospital;,4.778947368421052,13.7,1,2,2 stars
1179,Dr. Ian T. Lyn,The Hospitals of Providence Sierra Campus;Del Sol Medical Center/Las Palmas Medical Center;Providence Memorial Hospital;,3.933333333333333,49.6,3,3,1 star
1180,Dr. Carlos L. Macias,Texas Health Harris Methodist Hospital Fort Worth;Plaza Medical Center of Fort Worth;Texas Health Huguley Hospital;Baylor Medical Center Fort Worth;,3.6,13.5,1,3,1 star
1181,Dr. Michael P. Macris,Memorial Hermann;Memorial Hermann Memorial City Medical Center;,4.45483870967742,4.8,1,2,2 stars
1183,Dr. David Park Mason,Cleveland Clinic;,4.3,20.0,2,2,2 stars
1184,Dr. Michael O. Mcbride,Providence Health Center;Baylor Scott and White Medical Center - Hillcrest;,4.773529411764706,10.2,1,2,2 stars
1185,Dr. Thomas Michael Mcgovern,East Texas Medical Center Tyler;Mother Frances Hospital;,3.1828125,27.7,2,3,1 star
1186,Dr. Reza J. Mehran,The University of Texas M. D. Anderson Cancer Center;,4.7,21.2,2,2,2 stars
1187,Dr. Mark Menefee Mettauer,St. Luke's The Woodlands Hospital;Tomball Regional Medical Center;Memorial Hermann;Houston Northwest Medical Center;North Cypress Medical Center;Houston Methodist Willowbrook Hospital;,4.4,27.9,2,2,2 stars
1188,Dr. Christian Lee Moncrief,Texas Health Presbyterian Hospital of Plano;The Heart Hospital at Baylor Plano;,4.5,18.7,2,1,3 stars
1189,Dr. David O. Moore,The Heart Hospital at Baylor Plano;Medical Center of Plano;Medical City Hospital/Medical City Children's Hospital;,4.671428571428571,36.0,3,1,3 stars
1193,Dr. James Andrew Obney,United Regional Health Care System;,4.2,29.3,2,2,2 stars
1194,Dr. Scott E. Olsson,Houston Methodist West Hospital;Houston Methodist St. Catherine Hospital;North Cypress Medical Center;Memorial Hermann Memorial City Medical Center;,4.4037037037037035,25.4,2,2,2 stars
1196,Dr. Carmelo Otero,Methodist Hospital (San Antonio);Baptist Health System;,4.308196721311476,20.2,2,2,2 stars
1197,Dr. Ralph Francis Paone,University Medical Center (Lubbock);Lubbock Heart Hospital;Covenant Medical Center (Lubbock);,4.1,21.1,2,3,1 star
1200,Dr. Melvin Ray Platt,Texas Health Presbyterian Hospital of Dallas;,3.8999999999999995,39.6,3,1,3 stars
1201,Dr. John Mark Pool,Texas Health Presbyterian Hospital of Dallas;,4.637037037037038,41.8,3,2,2 stars
1202,Dr. Mohinder Paul S. Randhawa,Saint Joseph Hospital (Lexington);Texoma Medical Center;,4.7,19.0,2,2,2 stars
1203,Dr. Philip A. Rascoe,Scott and White Hospital - Temple;,5.0,16.6,1,2,2 stars
1205,Dr. Scott Ira Reznik,Scott and White Hospital - Temple;,5.0,22.5,2,2,2 stars
1207,Dr. Francisco Bernardo Rodriguez,Baptist Health System;Methodist Hospital (San Antonio);Laredo Medical Center;Methodist Stone Oak Hospital;CHRISTUS Santa Rosa Hospital;Nix Medical Center;Doctors Hospital of Laredo;,3.9499999999999993,40.0,3,3,1 star
1208,Dr. Manuel Rodriguez,Northwest Texas Healthcare System;,4.268421052631578,28.1,2,1,3 stars
1209,Dr. Jack A. Roth,The University of Texas M. D. Anderson Cancer Center;,3.7,16.4,1,3,1 star
1210,Dr. Arthur Dwayne Santos,Laredo Medical Center;Doctors Hospital of Laredo;,4.3,32.4,2,1,3 stars
1211,Dr. Scott Alan Scheinin,Houston Methodist Hospital;St. Joseph Medical Center (Houston);Memorial Hermann - Texas Medical Center;,4.671929824561404,29.0,2,2,2 stars
1212,Dr. Larry Wayne Schorn,Baylor Scott and White Medical Center - Irving;Baylor Regional Medical Center at Grapevine;,4.7,17.5,1,1,3 stars
1215,Dr. J. Marvin Smith,Methodist Hospital (San Antonio);,4.380645161290323,26.9,2,1,3 stars
1216,Dr. William Eugene Springer,Covenant Medical Center (Lubbock);,4.509876543209876,22.8,2,2,2 stars
1217,Dr. Daniel Garber Stroud,Houston Northwest Medical Center;Memorial Hermann;Tomball Regional Medical Center;North Cypress Medical Center;Houston Methodist Willowbrook Hospital;,3.873333333333333,35.5,3,3,1 star
1219,Dr. Stephen G. Swisher,The University of Texas M. D. Anderson Cancer Center;,3.8,25.2,2,3,1 star
1221,Dr. Sergio Tavares,Corpus Christi Medical Center (Corpus Christi);CHRISTUS Spohn Hospital;,4.5612676056338035,20.2,2,1,3 stars
1223,Dr. Ara A. Vaporciyan,The University of Texas M. D. Anderson Cancer Center;,4.573913043478261,18.1,2,2,2 stars
1224,Dr. Richard Martell Vigness,Texas Health Harris Methodist Hospital Fort Worth;Baylor Medical Center Fort Worth;,4.923728813559322,28.9,2,1,3 stars
1225,Dr. Michael A. Wait,UT Southwestern University Hospital St. Paul;Parkland Health and Hospital System;,3.9571428571428573,24.8,2,2,2 stars
1226,Dr. Garrett L. Walsh,The University of Texas M. D. Anderson Cancer Center;,5.0,21.2,2,1,3 stars
1227,Dr. Robert J. Wilcott,Texoma Medical Center;,4.290909090909091,33.1,2,2,2 stars
1231,Dr. David A. Bull,University of Utah Hospital;,4.874766355140187,39.4,3,1,3 stars
1232,Dr. Michael Patrick Collins,Intermountain Medical Center;,4.751063829787234,16.5,1,1,3 stars
1234,Dr. Shreekanth V. Karwande,St. Mark's Hospital;Timpanogos Regional Hospital;,4.8,11.2,1,1,3 stars
1235,Dr. J. Kent Thorne,St. Mark's Hospital;Timpanogos Regional Hospital;,4.586274509803921,49.6,3,1,3 stars
1236,Dr. Arnold Daniel Chung,MountainView Hospital;,4.8,29.1,2,2,2 stars
1239,Dr. William Scott Arnold,Carilion Roanoke Memorial Hospital;,4.4,22.5,2,2,2 stars
1240,Dr. Paul W. Braunstein,Chesapeake Regional Medical Center;,3.585714285714286,10.9,1,3,1 star
1241,Dr. Peter Daniel Buckman,Henrico Doctors' Hospital/Parham Doctors' Hospital;Bon Secours St. Mary's Hospital;,4.448648648648648,19.2,2,2,2 stars
1242,Dr. Anthony D. Cassano,VCU Medical Center;,4.59622641509434,26.1,2,2,2 stars
1245,Dr. David W. Frantz,Centra Lynchburg General/Centra Virginia Baptist;,5.0,35.4,3,1,3 stars
1246,Dr. John Richard Garrett,Virginia Hospital Center;,3.734,25.2,2,3,1 star
1247,Dr. Darius Dewitt Hollings,Bon Secours Memorial Regional Medical Center;Bon Secours St. Mary's Hospital;,3.9000000000000004,32.3,2,3,1 star
1249,Dr. James M. Isbell,University of Virginia Medical Center;,4.1,21.2,2,2,2 stars
1250,Dr. Sandeep J. Khandhar,Inova Fairfax Hospital;,4.801333333333334,26.1,2,2,2 stars
1251,Dr. Paul D. Kiernan,Inova Fairfax Hospital;,4.025,45.7,3,1,3 stars
1252,Dr. Benjamin D. Kozower,University of Virginia Medical Center;,4.4,35.6,3,2,2 stars
1253,Dr. Christine Lynn Lau,University of Virginia Medical Center;,4.1,25.5,2,2,2 stars
1254,Dr. Charles Gregory Lockhart,Bon Secours St. Francis Medical Center;Bon Secours Memorial Regional Medical Center;Bon Secours St. Mary's Hospital;,4.3,28.9,2,1,3 stars
1255,Dr. Linda W. Martin,Upper Chesapeake Medical Center;University of Maryland Medical Center;University of Maryland St. Joseph Medical Center;,3.0,22.6,2,3,1 star
1256,Dr. Claude Matthew Mcbee,Sentara Obici Hospital;,3.8560000000000003,21.1,2,3,1 star
1258,Dr. Michael F. McGrath,Sentara Norfolk General Hospital;Sentara Virginia Beach General Hospital;,4.552173913043478,25.5,2,2,2 stars
1260,Dr. Joseph R. Newton,Sentara Norfolk General Hospital;Sentara Virginia Beach General Hospital;,4.678461538461538,23.4,2,1,3 stars
1261,Dr. Patricia A. Nicolato,VCU Medical Center;Southside Regional Medical Center;,4.2,31.2,2,2,2 stars
