,Hospital,City,State,ZIP Code,Score,Score URL
1248,UPMC Hamot,Erie,PA,16550-0002,62.9,/best-hospitals/area/co/national-jewish-health-6840315
1249,Mount Nittany Medical Center,State College,PA,16803-6797,62.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1250,Temple University Hospital,Philadelphia,PA,19140-5103,61.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1251,Abington Memorial Hospital,Abington,PA,19001-3720,61.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1252,St. Luke's Hospital Anderson Campus,Easton,PA,18045-5669,61.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
1253,Easton Hospital,Easton,PA,18042-3892,60.7,/best-hospitals/area/co/national-jewish-health-6840315/pulm
1254,Geisinger Holy Spirit Hospital,Camp Hill,PA,17011-2204,60.2,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolo
1255,Geisinger Medical Center,Danville,PA,17822-2201,60.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1256,Lankenau Medical Center,Wynnewood,PA,19096-3411,59.7,/best-hospitals/area/co/national-jewish-health-6840315/pulmon
1257,Chambersburg Hospital,Chambersburg,PA,17201-1720,59.7,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1258,Allegheny General Hospital,Pittsburgh,PA,15212-4756,58.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1259,Jeanes Hospital,Philadelphia,PA,19111-2499,58.5,/best-hospitals/area/co/national-jewish-health-6840315/pulm
1260,UPMC St. Margaret,Pittsburgh,PA,15215-3301,58.2,/best-hospitals/area/co/national-jewish-health-6840315/pulmo
1261,Grand View Hospital (Sellersville),Sellersville,PA,18960-1548,57.3,/best-hospitals/area/co/national-jewish-health-6840315/pulmonol
1262,Bryn Mawr Hospital,Bryn Mawr,PA,19010-3160,57.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmono
1263,Jefferson Health-Jefferson Torresdale Hospital,Philadelphia,PA,19114-4200,56.6,/best-hospitals/area/co/national-jewish-health-6840315/
1264,WellSpan Ephrata Community Hospital,Ephrata,PA,17522-1724,56.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1265,UPMC Passavant,Pittsburgh,PA,15237-5815,56.2,/best-hospitals/area/co/national-jewish-health-6840315/pul
1266,UPMC Mercy,Pittsburgh,PA,15219-5166,54.5,/best-hospitals/area/co/national-jewish-health-6840315
1267,St. Mary Medical Center (Langhorne),Langhorne,PA,19047-1201,54.3,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1268,Monongahela Valley Hospital,Monongahela,PA,15063-1095,54.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
1269,Robert Packer Hospital,Sayre,PA,18840-1698,53.2,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1270,Penn State Health St. Joseph,Reading,PA,19605-9453,53.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1271,Conemaugh Memorial Medical Center,Johnstown,PA,15905-4398,52.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
1272,Geisinger Wyoming Valley Medical Center,Wilkes Barre,PA,18711-0027,52.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing="
1273,Excela Latrobe Hospital,Latrobe,PA,15650-1096,52.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1274,Crozer-Chester Medical Center,Upland,PA,19013-3995,51.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
1275,Forbes Hospital,Monroeville,PA,15146-3513,51.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1276,Allegheny Valley Hospital,Natrona Heights,PA,15065-1152,51.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1277,UPMC Horizon,Farrell,PA,16121-1357,51.5,/best-hospitals/area/co/national-jewish-health-6840315/p
1278,Indiana Regional Medical Center,Indiana,PA,15701-3629,50.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1279,Saint Vincent Health Center,Erie,PA,16544-0002,50.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1280,Williamsport Regional Medical Center,Williamsport,PA,17701-3100,49.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spaci"
1281,Holy Redeemer Hospital,Meadowbrook,PA,19046-8001,49.4,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1282,UPMC East,Monroeville,PA,15146-2760,49.4,/best-hospitals/area/co/national-jewish-health-684031
1283,Heritage Valley Sewickley,Sewickley,PA,15143-1459,49.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1284,UPMC Northwest,Seneca,PA,16346-2130,48.5,/best-hospitals/area/co/national-jewish-health-6840315/pul
1285,The Washington Hospital,Washington,PA,15301-3398,48.0,/best-hospitals/area/co/national-jewish-health-6840315/pulmonol
1286,St. Clair Hospital,Pittsburgh,PA,15243-1873,47.9,/best-hospitals/area/co/national-jewish-health-6840315/pulmon
1287,Penn Highlands DuBois,DuBois,PA,15801-1440,47.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1288,Riddle Hospital,Media,PA,19063-5177,47.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1289,UPMC McKeesport,McKeesport,PA,15132-2422,47.3,/best-hospitals/area/co/national-jewish-health-6840315/pulm
1290,Pottstown Memorial Medical Center,Pottstown,PA,19464-5093,47.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
1291,Geisinger-Community Medical Center,Scranton,PA,18510-2369,47.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1292,Excela Westmoreland Hospital,Greensburg,PA,15601-2282,46.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1293,St. Luke's-Gnaden Huetten Campus,Lehighton,PA,18235-1138,46.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1294,UPMC Altoona,Altoona,PA,16601-4804,46.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1295,WellSpan Good Samaritan Hospital,Lebanon,PA,17042-1281,46.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1296,Geisinger-Lewistown Hospital,Lewistown,PA,17044-1198,46.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmono
1297,ACMH Hospital,Kittanning,PA,16201-7111,45.3,/best-hospitals/area/co/national-jewish-health-6840315/pu
1298,Lehigh Valley Hospital-Hazleton,Hazleton,PA,18201-6897,45.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1299,Mercy Fitzgerald Hospital,Darby,PA,19023-1200,45.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
1300,Doylestown Hospital,Doylestown,PA,18901-2597,43.8,/best-hospitals/area/co/national-jewish-health-6840315/pulmonol
1301,Heritage Valley Beaver,Beaver,PA,15009-9727,43.4,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1302,Uniontown Hospital,Uniontown,PA,15401-5596,43.2,/best-hospitals/area/co/national-jewish-health-6840315/pulmono
1303,Phoenixville Hospital,Phoenixville,PA,19460-3900,43.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1304,Lehigh Valley Hospital,East Stroudsburg,PA,18301-3006,42.7,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1305,Abington Health Lansdale Hospital,Lansdale,PA,19446-1200,42.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
1306,Einstein Medical Center Montgomery,East Norriton,PA,19403-4250,41.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
1307,Wilkes-Barre General Hospital,Wilkes-Barre,PA,18764-0001,40.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
1308,Einstein Medical Center,Philadelphia,PA,19141-3098,40.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1309,Brandywine Hospital,Coatesville,PA,19320-1536,39.6,/best-hospitals/area/co/national-jewish-health-6840315/pulmonol
1310,Jefferson Hospital-Jefferson Hills,Jefferson Hills,PA,15025-3703,37.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
1311,Moses Taylor Hospital,Scranton,PA,18510-1724,36.7,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1312,Butler Memorial Hospital,Butler,PA,16001-4697,36.1,/best-hospitals/area/co/national-jewish-health-6840315/pulm
1313,UPMC Jameson,New Castle,PA,16105-2516,36.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmo
1314,Sharon Regional Health System,Sharon,PA,16146-3395,35.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1315,Meadville Medical Center,Meadville,PA,16335-2559,34.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1316,Regional Hospital of Scranton,Scranton,PA,18510-1624,33.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
1317,Nazareth Hospital,Philadelphia,PA,19152-2096,29.7,/best-hospitals/area/co/national-jewish-health-6840315/pulmon
1318,Chestnut Hill Hospital,Philadelphia,PA,19118-2718,19.6,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1319,Miriam Hospital,Providence,RI,02906-2853,66.1,/best-hospitals/area/co/national-jewish-health-6840315/pulm
1320,Kent Hospital,Warwick,RI,02886-2770,58.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
1321,Rhode Island Hospital,Providence,RI,02903-4900,52.8,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1322,Roger Williams Medical Center,Providence,RI,02908-4735,34.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
1323,Bon Secours St. Francis Hospital,Charleston,SC,29414-5733,61.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1324,MUSC University Medical Center,Charleston,SC,29425-8905,61.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spaci"
1325,Tidelands Waccamaw Community Hospital,Murrells Inlet,SC,29576-5033,57.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
1326,Greenville Memorial Hospital,Greenville,SC,29605-4295,56.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1327,Prisma Health Oconee Memorial Hospital,Seneca,SC,29672-9499,56.9,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1328,McLeod Loris,Loris,SC,29569-2827,53.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1329,Trident Medical Center,Charleston,SC,29406-9195,52.9,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1330,Roper Hospital,Charleston,SC,29401-1125,50.7,/best-hospitals/area/co/national-jewish-health-6840315/pul
1331,McLeod Regional Medical Center,Florence,SC,29506-2617,50.0,/best-hospitals/area/co/national-jewish-health-6840315/pu
1332,Lexington Medical Center,West Columbia,SC,29169-4810,49.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1333,Grand Strand Medical Center,Myrtle Beach,SC,29572-4607,47.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spaci"
1334,Spartanburg Regional Medical Center,Spartanburg,SC,29303-3040,47.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spac"
1335,AnMed Health Medical Center,Anderson,SC,29621-5793,47.0,/best-hospitals/area/co/national-jewish-health-6840315/p
1336,Beaufort Memorial Hospital,Beaufort,SC,29902-5441,46.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1337,Palmetto Health Richland,Columbia,SC,29203-6897,45.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1338,Palmetto Health Baptist,Columbia,SC,29220-0001,45.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1339,Self Regional Healthcare-Greenwood,Greenwood,SC,29646-3860,43.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1340,Bon Secours St. Francis Health System-Greenville,Greenville,SC,29601-3207,42.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1341,Mary Black Health System-Spartanburg,Spartanburg,SC,29307-1061,41.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1342,Providence Hospital (Columbia),Columbia,SC,29204-2098,40.4,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolo
1343,MUSC Health Florence Medical Center,Florence,SC,29505-6050,40.4,/best-hospitals/area/co/national-jewish-health-6840315/pulmono
1344,Palmetto Health Tuomey,Sumter,SC,29150-4983,40.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1345,Aiken Regional Medical Centers,Aiken,SC,29801-6302,38.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1346,Regional Medical Center-Orangeburg,Orangeburg,SC,29118-1442,33.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacin"
1347,Conway Medical Center,Conway,SC,29526-9142,31.4,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1348,MUSC Health Lancaster Medical Center,Lancaster,SC,29720-2298,29.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1349,Piedmont Medical Center,Rock Hill,SC,29732,25.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1350,Avera McKennan Hospital and University Health Center,Sioux Falls,SD,57105-1007,76.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing=""0.6"" prefix="
1351,Rapid City Regional Hospital,Rapid City,SD,57701-7393,69.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1352,Sanford USD Medical Center,Sioux Falls,SD,57105-0496,65.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1353,Vanderbilt University Medical Center,Nashville,TN,37232-2102,73.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spaci"
1354,University of Tennessee Medical Center,Knoxville,TN,37920-6900,63.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing"
1355,CHI Memorial Hospital,Chattanooga,TN,37404-1161,58.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolo
1356,Baptist Memorial Hospital-Memphis,Memphis,TN,38120-2173,55.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-sp"
1357,Methodist Healthcare,Memphis,TN,38104-3415,54.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1358,Bristol Regional Medical Center,Bristol,TN,37620-7430,53.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing="""
1359,TriStar Summit Medical Center,Hermitage,TN,37076-2053,52.2,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolog
1360,Blount Memorial Hospital,Maryville,TN,37804-5016,50.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1361,Maury Regional Hospital,Columbia,TN,38401-4802,49.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
1362,Methodist Medical Center of Oak Ridge,Oak Ridge,TN,37830-6976,48.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacin"
1363,Fort Sanders Regional Medical Center,Knoxville,TN,37916-2307,48.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spaci"
1364,Indian Path Medical Center,Kingsport,TN,37660-4627,48.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1365,Parkwest Medical Center,Sevierville,TN,37862-5019,45.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
1366,Erlanger Health System,Chattanooga,TN,37403,43.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1367,Johnson City Medical Center,Johnson City,TN,37604-6094,43.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
1368,Saint Francis Hospital Bartlett,Bartlett,TN,38133-4003,39.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1369,Parkridge Medical Center,Chattanooga,TN,37404-3258,39.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1370,Williamson Medical Center,Franklin,TN,37067-8542,38.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1371,Jackson-Madison County General Hospital,Jackson,TN,38301-3923,38.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing="
1372,Cookeville Regional Medical Center,Cookeville,TN,38501-4294,38.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
1373,Morristown-Hamblen Healthcare System,Morristown,TN,37814-3894,36.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spaci"
1374,St. Thomas West Hospital,Nashville,TN,37205-2095,33.6,/best-hospitals/area/co/national-jewish-health-6840315/pulmono
1375,Saint Francis Hospital (Memphis),Memphis,TN,38119-5198,31.9,/best-hospitals/area/co/national-jewish-health-6840315/pulmonol
1376,Tennova Healthcare-Cleveland,Cleveland,TN,37311-3847,31.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1377,TriStar Skyline Medical Center,Nashville,TN,37207-2539,30.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1378,St. Thomas Midtown Hospital,Nashville,TN,37236-0002,29.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmo
1379,Laughlin Memorial Hospital,Greeneville,TN,37745-5825,28.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1380,Saint Thomas Rutherford Hospital,Murfreesboro,TN,37129-2245,27.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1381,Tennova Healthcare-Lebanon,Lebanon,TN,37087-2513,26.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1382,Holston Valley Medical Center,Kingsport,TN,37660-3837,23.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing"
1383,TriStar Centennial Medical Center,Nashville,TN,37203-1528,21.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1384,Tennova Healthcare-Clarksville,Clarksville,TN,37040-5015,19.3,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1385,Houston Methodist Hospital,Houston,TX,77030-2707,76.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1386,Baylor St. Luke's Medical Center,Houston,TX,77030-2697,66.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" let"
1387,UT Southwestern University Hospital St. Paul,Dallas,TX,75390-9265,66.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1388,Baylor Scott and White Medical Center–Plano,Plano,TX,75093-5323,65.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1389,Scott and White Hospital - Temple,Temple,TX,76508-0002,64.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1390,Memorial Hermann Greater Heights Hospital,Houston,TX,77008-1532,64.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spac"
1391,Valley Regional Medical Center,Brownsville,TX,78526-3354,63.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1392,Baylor University Medical Center,Dallas,TX,75246-2088,62.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1393,University Hospital-San Antonio,San Antonio,TX,78229-4493,61.3,/best-hospitals/area/co/national-jewish-health-6840315/pulmonol
1394,Knapp Medical Center,Weslaco,TX,78596-6640,60.8,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolo
1395,Parkland Health and Hospital System,Dallas,TX,75219,60.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" le"
1396,Mother Frances Hospital,Tyler,TX,75701-2036,59.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing=""0.6"""
1397,Methodist Sugar Land Hospital,Sugar Land,TX,77479-2329,59.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
1398,Shannon Medical Center,San Angelo,TX,76903-5976,59.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmonology
1399,Baylor Scott and White Medical Center - Round Rock,Round Rock,TX,78665-1032,57.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing"
1400,Baylor Regional Medical Center at Grapevine,Grapevine,TX,76051-3565,57.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1401,JPS Health Network-Fort Worth,Fort Worth,TX,76104-4917,57.3,/best-hospitals/area/co/national-jewish-health-6840315/pulmono
1402,Texas Health Presbyterian Hospital of Dallas,Dallas,TX,75231-4426,56.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
1403,Houston Methodist Willowbrook Hospital,Houston,TX,77070-4347,56.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1404,Seton Medical Center Austin,Austin,TX,78705-1006,56.8,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolo
1405,Medical City Dallas,Dallas,TX,75230-2598,56.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1406,Seton Medical Center Williamson,Round Rock,TX,78665-8000,56.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1407,St. David's Round Rock Medical Center,Round Rock,TX,78681-4097,56.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spac"
1408,Baylor Scott and White Medical Center - Irving,Irving,TX,75061-2220,55.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1409,St. David's Medical Center,Austin,TX,78705-2709,55.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1410,University Medical Center (Lubbock),Lubbock,TX,79415-3364,55.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1411,Baylor Scott and White Medical Center - Hillcrest,Waco,TX,76712-8897,55.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1412,Mission Regional Medical Center,Mission,TX,78572-6613,55.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1413,Medical City Fort Worth Hospital,Fort Worth,TX,76104-3902,55.1,/best-hospitals/area/co/national-jewish-health-6840315/pulmonolo
1414,Texas Health Harris Methodist Hospital Southwest,Fort Worth,TX,76132-4199,55.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing=""0.6"" pre"
1415,Seton Medical Center Hays,Kyle,TX,78640-6112,55.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1416,Memorial Hermann Memorial City Medical Center,Houston,TX,77030-1501,54.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacin"
1417,Good Shepherd Medical Center - Marshall,Marshall,TX,75670-5336,54.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacin"
1418,Doctors Hospital at Renaissance,Edinburg,TX,78539-9152,53.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1419,University of Texas Medical Branch,Galveston,TX,77555-0128,53.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing=""0.6"""
1420,Denton Regional Medical Center,Denton,TX,76210,52.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1421,Clear Lake Regional Medical Center,League City,TX,77598-4220,52.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
1422,Methodist Hospital (San Antonio),San Antonio,TX,78229-3993,51.9,/best-hospitals/area/co/national-jewish-health-6840315/pulmono
1423,Houston Methodist West Hospital,Houston,TX,77094-1110,51.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1424,Methodist Mansfield Medical Center,Mansfield,TX,76063-5899,51.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spa"
1425,BSA Hospital,Amarillo,TX,79106-1799,51.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1426,Christus Southeast Texas Hospital-St. Elizabeth,Beaumont,TX,77702-1809,51.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1427,Methodist Dallas Medical Center,Dallas,TX,75203-1201,51.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1428,United Regional Health Care System,Wichita Falls,TX,76301-4300,51.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1429,Texas Health Presbyterian Hospital of Denton,Denton,TX,76201-5119,51.3,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-"
1430,Medical City Lewisville,Lewisville,TX,75057-3699,51.0,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1431,Rio Grande Regional Hospital,McAllen,TX,78503-1299,50.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1432,Houston Methodist Clear Lake Hospital,Nassau Bay,TX,77058-6302,50.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1433,Houston Methodist Baytown Hospital,Baytown,TX,77521-2122,50.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1434,St. David's South Austin Medical Center,Austin,TX,78704-6903,50.4,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacin"
1435,Covenant Medical Center (Lubbock),Lubbock,TX,79410-1203,50.3,/best-hospitals/area/co/national-jewish-health-6840315/pulmon
1436,Memorial Hermann Northeast Hospital,Humble,TX,77338-4297,50.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spac"
1437,Medical Center of Plano,Plano,TX,75075-7738,49.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"""
1438,St. David's North Austin Medical Center,Austin,TX,78758-2496,49.2,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacin"
1439,UT Health Tyler,Tyler,TX,75701-1908,49.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" l"
1440,Texas Health Arlington Memorial Hospital,Arlington,TX,76012-2503,48.9,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing="""
1441,Texas Health Harris Methodist Hospital Fort Worth,Fort Worth,TX,76104-2122,48.8,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing"
1442,Memorial Hermann Katy Hospital,Katy,TX,77494-1323,48.7,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter"
1443,South Texas Health System-Edinburg,Edinburg,TX,78539-9105,48.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-s"
1444,Medical Center of Arlington,Arlington,TX,76015-2908,48.5,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" "
1445,The University of Texas M. D. Anderson Cancer Center,Houston,TX,77030-4000,48.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" letter-spacing=""0.6"" "
1446,CHRISTUS St. Michael Health System,Texarkana,TX,75503-5220,47.1,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lett"
1447,Valley Baptist Medical Center - Brownsville,Rio Hondo,TX,78583,46.6,"/best-hospitals/area/co/national-jewish-health-6840315/pulmonology"" lette"
